"unit_name","neighbour_name","distance_km"
"Linares, Jaén","Mancha Real, Jaén",7.555
"Linares, Jaén","Úbeda, Jaén",8.026
"Llagostera, Girona","Cassà de la Selva, Girona",0
"Llagostera, Girona","Tossa de Mar, Girona",0
"Llagostera, Girona","Sant Feliu de Guíxols, Girona",1.462
"Llagostera, Girona","Lloret de Mar, Girona",2.1753
"Llagostera, Girona","Castell-Platja d'Aro, Girona",3.6229
"Llagostera, Girona","Riudellots de la Selva, Girona",5.0552
"Llagostera, Girona","Blanes, Girona",8.9796
"Llançà, Girona","Roses, Girona",3.9605
"Llançà, Girona","Figueres, Girona",9.897
"Llanes, Asturias","Cangas de Onís, Asturias",0
"Llanes, Asturias","Ribadesella, Asturias",0
"Lleida, Lleida","Alpicat, Lleida",0
"Lleida, Lleida","Fraga, Huesca",6.0875
"Lleida, Lleida","Mollerussa, Lleida",9.5721
"Lliçà de Vall, Barcelona","Granollers, Barcelona",0
"Lliçà de Vall, Barcelona","Mollet del Vallès, Barcelona",0
"Lliçà de Vall, Barcelona","Montcada i Reixac, Barcelona",0.5138
"Lliçà de Vall, Barcelona","Montmeló, Barcelona",0.8225
"Lliçà de Vall, Barcelona","Santa Perpètua de Mogoda, Barcelona",1.7676
"Lliçà de Vall, Barcelona","Montornès del Vallès, Barcelona",1.9376
"Lliçà de Vall, Barcelona","Caldes de Montbui, Barcelona",2.0351
"Lliçà de Vall, Barcelona","La Roca del Vallès, Barcelona",2.7472
"Lliçà de Vall, Barcelona","Santa Eulàlia de Ronçana, Barcelona",2.8534
"Lliçà de Vall, Barcelona","Polinyà, Barcelona",2.9052
"Lliçà de Vall, Barcelona","Les Franqueses del Vallès, Barcelona",3.4958
"Lliçà de Vall, Barcelona","L'Ametlla del Vallès, Barcelona",4.1622
"Lliçà de Vall, Barcelona","Sabadell, Barcelona",5.2849
"Lliçà de Vall, Barcelona","Barberà del Vallès, Barcelona",6.6432
"Lliçà de Vall, Barcelona","La Garriga, Barcelona",6.9184
"Lliçà de Vall, Barcelona","Cardedeu, Barcelona",7.1258
"Lliçà de Vall, Barcelona","Castellar del Vallès, Barcelona",7.2136
"Lliçà de Vall, Barcelona","Vilassar de Dalt, Barcelona",7.2151
"Lliçà de Vall, Barcelona","Ripollet, Barcelona",7.5909
"Lliçà de Vall, Barcelona","Teià, Barcelona",8.4289
"Lliçà de Vall, Barcelona","Badalona, Barcelona",8.5865
"Lliçà de Vall, Barcelona","Llinars del Vallès, Barcelona",8.6276
"Lliçà de Vall, Barcelona","Cabrils, Barcelona",8.739
"Lliçà de Vall, Barcelona","Premià de Dalt, Barcelona",8.8158
"Lliçà de Vall, Barcelona","Cerdanyola del Vallès, Barcelona",9.0103
"Lliçà de Vall, Barcelona","Sant Quirze del Vallès, Barcelona",9.422
"Llinars del Vallès, Barcelona","Cardedeu, Barcelona",0
"Llinars del Vallès, Barcelona","La Roca del Vallès, Barcelona",0
"Llinars del Vallès, Barcelona","Santa Maria de Palautordera, Barcelona",0
"Llinars del Vallès, Barcelona","Les Franqueses del Vallès, Barcelona",2.9814
"Llinars del Vallès, Barcelona","Mataró, Barcelona",3.5799
"Llinars del Vallès, Barcelona","Sant Vicenç de Montalt, Barcelona",4.3989
"Llinars del Vallès, Barcelona","Granollers, Barcelona",4.8835
"Llinars del Vallès, Barcelona","Cabrils, Barcelona",6.0423
"Llinars del Vallès, Barcelona","Cabrera de Mar, Barcelona",6.2125
"Llinars del Vallès, Barcelona","Vilassar de Dalt, Barcelona",6.2989
"Llinars del Vallès, Barcelona","La Garriga, Barcelona",7.0094
"Llinars del Vallès, Barcelona","L'Ametlla del Vallès, Barcelona",7.1518
"Llinars del Vallès, Barcelona","Arenys de Mar, Barcelona",7.6454
"Llinars del Vallès, Barcelona","Montornès del Vallès, Barcelona",7.8483
"Llinars del Vallès, Barcelona","Canet de Mar, Barcelona",8.5865
"Llinars del Vallès, Barcelona","Lliçà de Vall, Barcelona",8.6276
"Llinars del Vallès, Barcelona","Premià de Dalt, Barcelona",8.7858
"Llinars del Vallès, Barcelona","Santa Eulàlia de Ronçana, Barcelona",9.0364
"Llinars del Vallès, Barcelona","Riells i Viabrea, Girona",9.3607
"Llinars del Vallès, Barcelona","Montmeló, Barcelona",9.682
"Llinars del Vallès, Barcelona","Teià, Barcelona",9.9945
"Llíria, Valencia","Benaguasil, Valencia",0
"Llíria, Valencia","La Pobla de Vallbona, Valencia",0
"Llíria, Valencia","Olocau, Valencia",0
"Llíria, Valencia","Bétera, Valencia",2.6711
"Llíria, Valencia","L'Eliana, Valencia",4.1829
"Llíria, Valencia","Náquera, Valencia",6.5609
"Llíria, Valencia","Segorbe, Castellón",7.2512
"Llíria, Valencia","Paterna, Valencia",7.8313
"Llíria, Valencia","Manises, Valencia",9.9774
"Lloret de Mar, Girona","Blanes, Girona",0
"Lloret de Mar, Girona","Tossa de Mar, Girona",0
"Lloret de Mar, Girona","Llagostera, Girona",2.1753
"Lloret de Mar, Girona","Malgrat de Mar, Barcelona",4.3629
"Lloret de Mar, Girona","Santa Susanna, Barcelona",8.5141
"Lloret de Mar, Girona","Sant Feliu de Guíxols, Girona",8.9381
"Lloret de Mar, Girona","Cassà de la Selva, Girona",9.5069
"Lloret de Vistalegre, Baleares","Algaida, Baleares",0
"Lloret de Vistalegre, Baleares","Costitx, Baleares",0
"Lloret de Vistalegre, Baleares","Montuïri, Baleares",0
"Lloret de Vistalegre, Baleares","Sant Joan, Baleares",0
"Lloret de Vistalegre, Baleares","Sencelles, Baleares",0
"Lloret de Vistalegre, Baleares","Sineu, Baleares",0
"Lloret de Vistalegre, Baleares","Inca, Baleares",2.6227
"Lloret de Vistalegre, Baleares","Petra, Baleares",3.1988
"Lloret de Vistalegre, Baleares","Llubí, Baleares",4.4825
"Lloret de Vistalegre, Baleares","Maria de la Salut, Baleares",5.3339
"Lloret de Vistalegre, Baleares","Ariany, Baleares",5.9923
"Lloret de Vistalegre, Baleares","Binissalem, Baleares",6.1504
"Lloret de Vistalegre, Baleares","Porreres, Baleares",6.2906
"Lloret de Vistalegre, Baleares","Santa Eugènia, Baleares",6.8892
"Lloret de Vistalegre, Baleares","Llucmajor, Baleares",7.9889
"Lloret de Vistalegre, Baleares","Lloseta, Baleares",8.6002
"Lloret de Vistalegre, Baleares","Consell, Baleares",9.2541
"Lloret de Vistalegre, Baleares","Palma de Mallorca, Baleares",9.2843
"Lloret de Vistalegre, Baleares","Sa Pobla, Baleares",9.5391
"Lloret de Vistalegre, Baleares","Muro, Baleares",9.6117
"Lloseta, Baleares","Alaró, Baleares",0
"Lloseta, Baleares","Binissalem, Baleares",0
"Lloseta, Baleares","Inca, Baleares",0
"Lloseta, Baleares","Mancor de la Vall, Baleares",0
"Lloseta, Baleares","Selva, Baleares",0
"Lloseta, Baleares","Sencelles, Baleares",1.9959
"Lloseta, Baleares","Bunyola, Baleares",2.1402
"Lloseta, Baleares","Escorca, Baleares",2.6417
"Lloseta, Baleares","Consell, Baleares",3.8797
"Lloseta, Baleares","Costitx, Baleares",4.6121
"Lloseta, Baleares","Santa Eugènia, Baleares",5.6237
"Lloseta, Baleares","Sóller, Baleares",6.2408
"Lloseta, Baleares","Fornalutx, Baleares",6.6028
"Lloseta, Baleares","Campanet, Baleares",7.0955
"Lloseta, Baleares","Búger, Baleares",7.1155
"Lloseta, Baleares","Sineu, Baleares",7.9401
"Lloseta, Baleares","Llubí, Baleares",8.5374
"Lloseta, Baleares","Lloret de Vistalegre, Baleares",8.6002
"Lloseta, Baleares","Sa Pobla, Baleares",8.7092
"Lloseta, Baleares","Algaida, Baleares",9.2536
"Lloseta, Baleares","Marratxí, Baleares",9.7712
"Llubí, Baleares","Muro, Baleares",0
"Llubí, Baleares","Sa Pobla, Baleares",0
"Llubí, Baleares","Santa Margalida, Baleares",0
"Llubí, Baleares","Inca, Baleares",0
"Llubí, Baleares","Maria de la Salut, Baleares",0
"Llubí, Baleares","Sineu, Baleares",0
"Llubí, Baleares","Búger, Baleares",1.2443
"Llubí, Baleares","Costitx, Baleares",1.4
"Llubí, Baleares","Sencelles, Baleares",3.6944
"Llubí, Baleares","Campanet, Baleares",3.7137
"Llubí, Baleares","Ariany, Baleares",3.7563
"Llubí, Baleares","Sant Joan, Baleares",3.8271
"Llubí, Baleares","Selva, Baleares",3.8911
"Llubí, Baleares","Lloret de Vistalegre, Baleares",4.4825
"Llubí, Baleares","Petra, Baleares",4.6921
"Llubí, Baleares","Binissalem, Baleares",6.6079
"Llubí, Baleares","Alcúdia, Baleares",7.486
"Llubí, Baleares","Montuïri, Baleares",8.0106
"Llubí, Baleares","Lloseta, Baleares",8.5374
"Llubí, Baleares","Pollença, Baleares",8.5489
"Llubí, Baleares","Mancor de la Vall, Baleares",8.6283
"Llubí, Baleares","Algaida, Baleares",8.7906
"Llucmajor, Baleares","Campos, Baleares",0
"Llucmajor, Baleares","Algaida, Baleares",0
"Llucmajor, Baleares","Montuïri, Baleares",0
"Llucmajor, Baleares","Porreres, Baleares",0
"Llucmajor, Baleares","Palma de Mallorca, Baleares",0
"Llucmajor, Baleares","Santa Eugènia, Baleares",4.1486
"Llucmajor, Baleares","Ses Salines, Baleares",6.1443
"Llucmajor, Baleares","Sencelles, Baleares",6.5854
"Llucmajor, Baleares","Sant Joan, Baleares",7.0214
"Llucmajor, Baleares","Marratxí, Baleares",7.2839
"Llucmajor, Baleares","Felanitx, Baleares",7.6425
"Llucmajor, Baleares","Lloret de Vistalegre, Baleares",7.9889
"Loiu, Vizcaya","Bilbao, Vizcaya",0
"Loiu, Vizcaya","Derio, Vizcaya",0
"Loiu, Vizcaya","Erandio, Vizcaya",0
"Loiu, Vizcaya","Zamudio, Vizcaya",0
"Loiu, Vizcaya","Barakaldo, Vizcaya",1.8296
"Loiu, Vizcaya","Leioa, Vizcaya",2.1107
"Loiu, Vizcaya","Galdakao, Vizcaya",2.5148
"Loiu, Vizcaya","Sestao, Vizcaya",2.5648
"Loiu, Vizcaya","Getxo, Vizcaya",2.9183
"Loiu, Vizcaya","Basauri, Vizcaya",3.8734
"Loiu, Vizcaya","Arrigorriaga, Vizcaya",3.9339
"Loiu, Vizcaya","Maruri-Jatabe, Vizcaya",3.9858
"Loiu, Vizcaya","Portugalete, Vizcaya",4.9769
"Loja, Granada","Huétor Tájar, Granada",0
"Loja, Granada","Priego de Córdoba, Córdoba",7.066
"Loja, Granada","Antequera, Málaga",8.2194
"Loja, Granada","Pinos Puente, Granada",9.1955
"Lora del Río, Sevilla","Palma del Río, Córdoba",0
"Lora del Río, Sevilla","Constantina, Sevilla",0
"Lora del Río, Sevilla","Carmona, Sevilla",0
"Lora del Río, Sevilla","Écija, Sevilla",6.1121
"Lora del Río, Sevilla","Tocina, Sevilla",8.7576
"Lorca, Murcia","Huércal-Overa, Almería",0
"Lorca, Murcia","Vélez-Blanco, Almería",0
"Lorca, Murcia","Águilas, Murcia",0
"Lorca, Murcia","Mazarrón, Murcia",0
"Lorca, Murcia","Totana, Murcia",0
"Lorca, Murcia","Caravaca de la Cruz, Murcia",0
"Lorca, Murcia","Cehegín, Murcia",0
"Lorca, Murcia","Bullas, Murcia",2.4455
"Lorca, Murcia","Alhama de Murcia, Murcia",9.0966
"Los Alcázares, Murcia","Cartagena, Murcia",0
"Los Alcázares, Murcia","San Javier, Murcia",0
"Los Alcázares, Murcia","Torre-Pacheco, Murcia",0
"Los Alcázares, Murcia","La Unión, Murcia",8.3238
"Los Alcázares, Murcia","Murcia, Murcia",8.9938
"Los Alcázares, Murcia","Pilar de la Horadada, Alicante",9.2213
"Los Altos, Burgos","Valderredible, Cantabria",7.0274
"Los Barrios, Cádiz","Algeciras, Cádiz",0
"Los Barrios, Cádiz","San Roque, Cádiz",0
"Los Barrios, Cádiz","Tarifa, Cádiz",0
"Los Barrios, Cádiz","La Línea de la Concepción, Cádiz",3.946
"Los Barrios, Cádiz","Benalup-Casas Viejas, Cádiz",5.2716
"Los Barrios, Cádiz","Barbate, Cádiz",7.9444
"Los Corrales de Buelna, Cantabria","Arenas de Iguña, Cantabria",0
"Los Corrales de Buelna, Cantabria","Torrelavega, Cantabria",0
"Los Llanos de Aridane, Santa Cruz de Tenerife","Santa Cruz de la Palma, Santa Cruz de Tenerife",6.2615
"Los Molinos, Madrid","Cercedilla, Madrid",0
"Los Molinos, Madrid","Guadarrama, Madrid",0
"Los Molinos, Madrid","Alpedrete, Madrid",4.0095
"Los Molinos, Madrid","San Lorenzo de El Escorial, Madrid",5.1971
"Los Molinos, Madrid","Collado Villalba, Madrid",5.8787
"Los Molinos, Madrid","El Escorial, Madrid",7.0044
"Los Molinos, Madrid","Galapagar, Madrid",8.1428
"Los Molinos, Madrid","Manzanares el Real, Madrid",8.4042
"Los Montesinos, Alicante","Orihuela, Alicante",0
"Los Montesinos, Alicante","San Miguel de Salinas, Alicante",0
"Los Montesinos, Alicante","Torrevieja, Alicante",0
"Los Montesinos, Alicante","Almoradí, Alicante",0.3608
"Los Montesinos, Alicante","Guardamar del Segura, Alicante",2.8935
"Los Montesinos, Alicante","Dolores, Alicante",5.6789
"Los Montesinos, Alicante","San Fulgencio, Alicante",6.1465
"Los Montesinos, Alicante","Rafal, Alicante",6.8636
"Los Montesinos, Alicante","Catral, Alicante",7.8829
"Los Montesinos, Alicante","Callosa de Segura, Alicante",8.3012
"Los Montesinos, Alicante","Pilar de la Horadada, Alicante",8.5645
"Los Montesinos, Alicante","Elche, Alicante",8.9112
"Los Montesinos, Alicante","Redován, Alicante",9.4715
"Los Palacios y Villafranca, Sevilla","Alcalá de Guadaíra, Sevilla",0
"Los Palacios y Villafranca, Sevilla","Utrera, Sevilla",0
"Los Palacios y Villafranca, Sevilla","Dos Hermanas, Sevilla",0
"Los Palacios y Villafranca, Sevilla","Coria del Río, Sevilla",3.8085
"Los Realejos, Santa Cruz de Tenerife","La Orotava, Santa Cruz de Tenerife",0
"Los Realejos, Santa Cruz de Tenerife","Puerto de la Cruz, Santa Cruz de Tenerife",0
"Los Realejos, Santa Cruz de Tenerife","Icod de los Vinos, Santa Cruz de Tenerife",3.39
"Los Realejos, Santa Cruz de Tenerife","Granadilla de Abona, Santa Cruz de Tenerife",8.2304
"Los Realejos, Santa Cruz de Tenerife","Santiago del Teide, Santa Cruz de Tenerife",9.0832
"Los Realejos, Santa Cruz de Tenerife","La Matanza de Acentejo, Santa Cruz de Tenerife",9.8265
"Lucena, Córdoba","Aguilar de la Frontera, Córdoba",0
"Lucena, Córdoba","Cabra, Córdoba",0
"Lucena, Córdoba","Casariche, Sevilla",2.8423
"Lucena, Córdoba","Puente Genil, Córdoba",3.1396
"Lucena, Córdoba","Mollina, Málaga",5.0182
"Lucena, Córdoba","Antequera, Málaga",5.0618
"Lucena, Córdoba","Montilla, Córdoba",5.5733
"Lucena, Córdoba","Priego de Córdoba, Córdoba",8.3458
"Lucena, Córdoba","Estepa, Sevilla",8.6835
"Lugo, Lugo","Castroverde, Lugo",0
"Lugo, Lugo","Friol, Lugo",0
"Lugo, Lugo","Outeiro de Rei, Lugo",0
"Lugo, Lugo","Pol, Lugo",1.1229
"Lugo, Lugo","Portomarín, Lugo",4.7862
"Lugo, Lugo","Monterroso, Lugo",6.6519
"Lugo, Lugo","Láncara, Lugo",6.9429
"Lugo, Lugo","Sarria, Lugo",8.7954
"Macael, Almería","Arboleas, Almería",9.8915
"Madrid, Madrid","Alcobendas, Madrid",0
"Madrid, Madrid","Alcorcón, Madrid",0
"Madrid, Madrid","Colmenar Viejo, Madrid",0
"Madrid, Madrid","Coslada, Madrid",0
"Madrid, Madrid","Getafe, Madrid",0
"Madrid, Madrid","Las Rozas de Madrid, Madrid",0
"Madrid, Madrid","Leganés, Madrid",0
"Madrid, Madrid","Majadahonda, Madrid",0
"Madrid, Madrid","Paracuellos de Jarama, Madrid",0
"Madrid, Madrid","Pozuelo de Alarcón, Madrid",0
"Madrid, Madrid","Rivas-Vaciamadrid, Madrid",0
"Madrid, Madrid","San Fernando de Henares, Madrid",0
"Madrid, Madrid","San Sebastián de los Reyes, Madrid",0
"Madrid, Madrid","Tres Cantos, Madrid",0
"Madrid, Madrid","Torrelodones, Madrid",0
"Madrid, Madrid","Boadilla del Monte, Madrid",0.577
"Madrid, Madrid","Mejorada del Campo, Madrid",0.8884
"Madrid, Madrid","Torrejón de Ardoz, Madrid",2.2765
"Madrid, Madrid","Velilla de San Antonio, Madrid",2.3364
"Madrid, Madrid","Algete, Madrid",2.4814
"Madrid, Madrid","San Martín de la Vega, Madrid",2.7487
"Madrid, Madrid","Pinto, Madrid",3.3151
"Madrid, Madrid","Villaviciosa de Odón, Madrid",3.4392
"Madrid, Madrid","Fuenlabrada, Madrid",4.0733
"Madrid, Madrid","Ajalvir, Madrid",4.4405
"Madrid, Madrid","Móstoles, Madrid",4.7037
"Madrid, Madrid","Galapagar, Madrid",5.1241
"Madrid, Madrid","Arganda del Rey, Madrid",5.2624
"Madrid, Madrid","Alcalá de Henares, Madrid",6.8027
"Madrid, Madrid","Villanueva del Pardillo, Madrid",6.8028
"Madrid, Madrid","Manzanares el Real, Madrid",7.4137
"Madrid, Madrid","Villanueva de la Cañada, Madrid",7.7621
"Madrid, Madrid","Parla, Madrid",8.1192
"Madrid, Madrid","Collado Villalba, Madrid",8.2169
"Madrid, Madrid","Torres de la Alameda, Madrid",8.4615
"Madrid, Madrid","Morata de Tajuña, Madrid",9.2747
"Madrid, Madrid","Humanes de Madrid, Madrid",9.29
"Madrid, Madrid","Brunete, Madrid",9.3487
"Madrid, Madrid","Colmenarejo, Madrid",9.4011
"Madrid, Madrid","Arroyomolinos, Madrid",9.7724
"Madrid, Madrid","Valdemoro, Madrid",9.839
"Madrid, Madrid","Villalbilla, Madrid",9.9811
"Madridejos, Toledo","Villarrubia de los Ojos, Ciudad Real",0
"Madridejos, Toledo","Consuegra, Toledo",0
"Madridejos, Toledo","Tembleque, Toledo",0
"Mahón, Baleares","Es Mercadal, Baleares",0
"Mahón, Baleares","Alaior, Baleares",0
"Mahón, Baleares","Es Castell, Baleares",0
"Mahón, Baleares","Sant Lluís, Baleares",0
"Mairena del Alcor, Sevilla","Alcalá de Guadaíra, Sevilla",0
"Mairena del Alcor, Sevilla","Carmona, Sevilla",0
"Mairena del Alcor, Sevilla","El Viso del Alcor, Sevilla",0
"Mairena del Alcor, Sevilla","Sevilla, Sevilla",0.9535
"Mairena del Alcor, Sevilla","La Rinconada, Sevilla",1.5836
"Mairena del Alcor, Sevilla","Utrera, Sevilla",5.8125
"Mairena del Alcor, Sevilla","Arahal, Sevilla",7.7164
"Mairena del Aljarafe, Sevilla","San Juan de Aznalfarache, Sevilla",0
"Mairena del Aljarafe, Sevilla","Bormujos, Sevilla",0
"Mairena del Aljarafe, Sevilla","Gelves, Sevilla",0
"Mairena del Aljarafe, Sevilla","Palomares del Río, Sevilla",0
"Mairena del Aljarafe, Sevilla","Tomares, Sevilla",0
"Mairena del Aljarafe, Sevilla","Sevilla, Sevilla",0.8169
"Mairena del Aljarafe, Sevilla","Coria del Río, Sevilla",1.658
"Mairena del Aljarafe, Sevilla","Camas, Sevilla",2.2419
"Mairena del Aljarafe, Sevilla","Espartinas, Sevilla",2.2866
"Mairena del Aljarafe, Sevilla","Dos Hermanas, Sevilla",2.339
"Mairena del Aljarafe, Sevilla","Valencina de la Concepción, Sevilla",3.5774
"Mairena del Aljarafe, Sevilla","Umbrete, Sevilla",3.8197
"Mairena del Aljarafe, Sevilla","Sanlúcar la Mayor, Sevilla",5.6749
"Mairena del Aljarafe, Sevilla","Santiponce, Sevilla",6.5258
"Mairena del Aljarafe, Sevilla","Alcalá de Guadaíra, Sevilla",7.6341
"Mairena del Aljarafe, Sevilla","Olivares, Sevilla",8.5732
"Mairena del Aljarafe, Sevilla","La Algaba, Sevilla",9.4119
"Mairena del Aljarafe, Sevilla","La Rinconada, Sevilla",9.8476
"Majadahonda, Madrid","Boadilla del Monte, Madrid",0
"Majadahonda, Madrid","Las Rozas de Madrid, Madrid",0
"Majadahonda, Madrid","Madrid, Madrid",0
"Majadahonda, Madrid","Pozuelo de Alarcón, Madrid",0
"Majadahonda, Madrid","Villanueva de la Cañada, Madrid",0
"Majadahonda, Madrid","Villanueva del Pardillo, Madrid",0
"Majadahonda, Madrid","Galapagar, Madrid",1.0834
"Majadahonda, Madrid","Villaviciosa de Odón, Madrid",3.2652
"Majadahonda, Madrid","Brunete, Madrid",3.5656
"Majadahonda, Madrid","Valdemorillo, Madrid",4.4814
"Majadahonda, Madrid","Colmenarejo, Madrid",4.5993
"Majadahonda, Madrid","Alcorcón, Madrid",4.9063
"Majadahonda, Madrid","Torrelodones, Madrid",5.4356
"Majadahonda, Madrid","Quijorna, Madrid",7.3339
"Málaga, Málaga","Rincón de la Victoria, Málaga",0
"Málaga, Málaga","Alhaurín de la Torre, Málaga",0
"Málaga, Málaga","Torremolinos, Málaga",0
"Málaga, Málaga","Benalmádena, Málaga",2.3564
"Málaga, Málaga","Antequera, Málaga",2.6689
"Málaga, Málaga","Vélez-Málaga, Málaga",4.4228
"Málaga, Málaga","Alhaurín el Grande, Málaga",6.3936
"Málaga, Málaga","Fuengirola, Málaga",7.8338
"Malgrat de Mar, Barcelona","Santa Susanna, Barcelona",0
"Malgrat de Mar, Barcelona","Blanes, Girona",0
"Malgrat de Mar, Barcelona","Pineda de Mar, Barcelona",2.0409
"Malgrat de Mar, Barcelona","Lloret de Mar, Girona",4.3629
"Malgrat de Mar, Barcelona","Calella, Barcelona",5.2029
"Malgrat de Mar, Barcelona","Sant Cebrià de Vallalta, Barcelona",7.1614
"Malgrat de Mar, Barcelona","Sant Pol de Mar, Barcelona",7.2457
"Malpica de Bergantiños, A Coruña","Carballo, A Coruña",0
"Malpica de Bergantiños, A Coruña","Cabana de Bergantiños, A Coruña",3.9034
"Malpica de Bergantiños, A Coruña","A Laracha, A Coruña",5.6727
"Manacor, Baleares","Sant Llorenç des Cardassar, Baleares",0
"Manacor, Baleares","Felanitx, Baleares",0
"Manacor, Baleares","Petra, Baleares",0
"Manacor, Baleares","Santa Margalida, Baleares",0.7678
"Manacor, Baleares","Ariany, Baleares",0.9708
"Manacor, Baleares","Artà, Baleares",1.0339
"Manacor, Baleares","Porreres, Baleares",1.7217
"Manacor, Baleares","Maria de la Salut, Baleares",2.6924
"Manacor, Baleares","Son Servera, Baleares",2.9523
"Manacor, Baleares","Sant Joan, Baleares",4.2346
"Manacor, Baleares","Santanyí, Baleares",5.1647
"Manacor, Baleares","Sineu, Baleares",6.1559
"Manacor, Baleares","Montuïri, Baleares",7.082
"Manacor, Baleares","Campos, Baleares",7.9399
"Manacor, Baleares","Capdepera, Baleares",9.4134
"Mancha Real, Jaén","Jaén, Jaén",0
"Mancha Real, Jaén","Baeza, Jaén",0
"Mancha Real, Jaén","Linares, Jaén",7.555
"Mancor de la Vall, Baleares","Escorca, Baleares",0
"Mancor de la Vall, Baleares","Alaró, Baleares",0
"Mancor de la Vall, Baleares","Lloseta, Baleares",0
"Mancor de la Vall, Baleares","Selva, Baleares",0
"Mancor de la Vall, Baleares","Inca, Baleares",0.6917
"Mancor de la Vall, Baleares","Binissalem, Baleares",2.3699
"Mancor de la Vall, Baleares","Bunyola, Baleares",2.9772
"Mancor de la Vall, Baleares","Campanet, Baleares",4.2591
"Mancor de la Vall, Baleares","Fornalutx, Baleares",5.4324
"Mancor de la Vall, Baleares","Consell, Baleares",5.9385
"Mancor de la Vall, Baleares","Búger, Baleares",5.9478
"Mancor de la Vall, Baleares","Sencelles, Baleares",6.284
"Mancor de la Vall, Baleares","Sóller, Baleares",6.5461
"Mancor de la Vall, Baleares","Pollença, Baleares",7.8159
"Mancor de la Vall, Baleares","Sa Pobla, Baleares",8.0706
"Mancor de la Vall, Baleares","Costitx, Baleares",8.5579
"Mancor de la Vall, Baleares","Llubí, Baleares",8.6283
"Mancor de la Vall, Baleares","Santa Eugènia, Baleares",9.2574
"Mancor de la Vall, Baleares","Sineu, Baleares",9.5869
"Manilva, Málaga","San Roque, Cádiz",0
"Manilva, Málaga","Estepona, Málaga",1.9429
"Manises, Valencia","Paterna, Valencia",0
"Manises, Valencia","Aldaia, Valencia",0.762
"Manises, Valencia","Valencia, Valencia",1.7458
"Manises, Valencia","Mislata, Valencia",1.9359
"Manises, Valencia","L'Eliana, Valencia",1.9706
"Manises, Valencia","Chiva, Valencia",2.7013
"Manises, Valencia","Alaquàs, Valencia",2.7476
"Manises, Valencia","Burjassot, Valencia",2.7647
"Manises, Valencia","Torrent, Valencia",3.9299
"Manises, Valencia","Bétera, Valencia",4.5458
"Manises, Valencia","La Pobla de Vallbona, Valencia",5.2275
"Manises, Valencia","Paiporta, Valencia",6.0324
"Manises, Valencia","Moncada, Valencia",6.075
"Manises, Valencia","Benaguasil, Valencia",6.6573
"Manises, Valencia","Alfafar, Valencia",7.503
"Manises, Valencia","Alboraya, Valencia",7.6107
"Manises, Valencia","Catarroja, Valencia",7.6526
"Manises, Valencia","Foios, Valencia",8.3149
"Manises, Valencia","Massanassa, Valencia",8.6011
"Manises, Valencia","Godelleta, Valencia",8.9593
"Manises, Valencia","Albal, Valencia",9.0883
"Manises, Valencia","Alcàsser, Valencia",9.1138
"Manises, Valencia","Picassent, Valencia",9.3618
"Manises, Valencia","Albalat dels Sorells, Valencia",9.9586
"Manises, Valencia","Llíria, Valencia",9.9774
"Manlleu, Barcelona","Gurb, Barcelona",0
"Manlleu, Barcelona","Torelló, Barcelona",0
"Manlleu, Barcelona","Vic, Barcelona",2.7543
"Manresa, Barcelona","Santpedor, Barcelona",0.6313
"Manresa, Barcelona","Artés, Barcelona",5.0942
"Manresa, Barcelona","Súria, Barcelona",6.6318
"Manresa, Barcelona","Vacarisses, Barcelona",7.2471
"Manresa, Barcelona","Terrassa, Barcelona",9.4058
"Manzanares el Real, Madrid","Soto del Real, Madrid",0
"Manzanares el Real, Madrid","Colmenar Viejo, Madrid",0
"Manzanares el Real, Madrid","Miraflores de la Sierra, Madrid",0.8474
"Manzanares el Real, Madrid","Collado Villalba, Madrid",1.7188
"Manzanares el Real, Madrid","Galapagar, Madrid",3.3111
"Manzanares el Real, Madrid","Cercedilla, Madrid",3.5263
"Manzanares el Real, Madrid","Alpedrete, Madrid",5.4626
"Manzanares el Real, Madrid","Torrelodones, Madrid",6.1289
"Manzanares el Real, Madrid","Madrid, Madrid",7.4137
"Manzanares el Real, Madrid","Tres Cantos, Madrid",7.5665
"Manzanares el Real, Madrid","Los Molinos, Madrid",8.4042
"Manzanares el Real, Madrid","Guadarrama, Madrid",8.6096
"Manzanares el Real, Madrid","Las Rozas de Madrid, Madrid",8.7432
"Manzanares el Real, Madrid","San Lorenzo de El Escorial, Madrid",8.9976
"Manzanares el Real, Madrid","El Escorial, Madrid",9.265
"Manzanares, Ciudad Real","Alcázar de San Juan, Ciudad Real",0
"Manzanares, Ciudad Real","Daimiel, Ciudad Real",0
"Manzanares, Ciudad Real","La Solana, Ciudad Real",0
"Manzanares, Ciudad Real","Valdepeñas, Ciudad Real",0
"Manzanares, Ciudad Real","Almagro, Ciudad Real",0
"Manzanares, Ciudad Real","Bolaños de Calatrava, Ciudad Real",1.6723
"Manzanares, Ciudad Real","Villarrubia de los Ojos, Ciudad Real",4.8347
"Maracena, Granada","Atarfe, Granada",0
"Maracena, Granada","Granada, Granada",0
"Maracena, Granada","Peligros, Granada",0
"Maracena, Granada","Churriana de la Vega, Granada",3.7979
"Maracena, Granada","Pinos Puente, Granada",3.9042
"Maracena, Granada","Armilla, Granada",4.4888
"Maracena, Granada","Las Gabias, Granada",5.5046
"Maracena, Granada","Fuente Vaqueros, Granada",5.5492
"Maracena, Granada","Alhendín, Granada",6.8471
